BusinessTravel,DistanceFromHome,YearsAtCompany,Age,JobSatisfaction
Travel_Rarely,23,20,42,1.0
Travel_Rarely,5,5,52,1.0
Travel_Rarely,20,3,37,3.0
Travel_Frequently,6,2,35,4.0
Travel_Rarely,1,3,25,4.0
Travel_Rarely,29,7,26,1.0
Travel_Rarely,9,10,29,1.0
Travel_Frequently,6,4,49,1.0
Travel_Frequently,3,8,29,4.0
Travel_Rarely,1,20,54,4.0
Travel_Rarely,22,9,58,1.0
Travel_Rarely,7,7,55,4.0
Travel_Rarely,1,5,36,2.0
Travel_Frequently,4,1,31,3.0
Travel_Rarely,3,3,30,1.0
Travel_Rarely,1,3,31,2.0
Travel_Frequently,2,4,34,1.0
Travel_Rarely,20,1,31,2.0
Travel_Rarely,11,5,27,1.0
Travel_Rarely,1,10,36,4.0
Travel_Rarely,24,3,36,1.0
Travel_Rarely,23,6,47,4.0
Travel_Rarely,16,3,25,1.0
Non-Travel,8,6,37,3.0
Travel_Rarely,10,3,56,1.0
Travel_Rarely,3,20,47,3.0
Travel_Rarely,5,5,24,3.0
Travel_Rarely,4,4,32,4.0
Travel_Rarely,9,5,34,2.0
Travel_Rarely,26,4,41,3.0
Non-Travel,3,8,40,3.0
Travel_Rarely,16,13,31,4.0
Travel_Rarely,18,7,46,4.0
Non-Travel,2,1,39,1.0
Travel_Frequently,2,10,31,2.0
Travel_Rarely,10,7,45,1.0
Travel_Rarely,16,3,31,2.0
Travel_Frequently,7,2,31,4.0
Travel_Rarely,1,3,45,4.0
Travel_Rarely,24,2,48,1.0
Travel_Rarely,7,2,34,3.0
Non-Travel,25,9,40,2.0
Travel_Rarely,1,5,28,1.0
Non-Travel,5,5,44,3.0
Travel_Rarely,2,9,53,2.0
Travel_Rarely,7,3,49,3.0
Travel_Rarely,2,3,40,3.0
Travel_Rarely,5,5,44,2.0
Travel_Frequently,10,4,33,1.0
Travel_Rarely,10,13,34,1.0
Travel_Rarely,1,2,30,3.0
Travel_Frequently,8,12,42,4.0
Travel_Frequently,5,1,44,3.0
Non-Travel,8,1,30,3.0
Travel_Rarely,2,12,57,3.0
Travel_Rarely,7,8,49,2.0
Travel_Frequently,2,14,34,1.0
Travel_Frequently,2,3,28,3.0
Travel_Frequently,28,5,29,2.0
Travel_Rarely,7,15,34,2.0
Travel_Rarely,7,1,35,3.0
Travel_Frequently,3,0,24,1.0
Non-Travel,10,1,24,2.0
Travel_Frequently,5,2,44,3.0
Travel_Rarely,10,10,29,3.0
Travel_Rarely,1,5,30,3.0
Travel_Rarely,20,3,55,3.0
Travel_Rarely,7,5,33,2.0
Travel_Rarely,8,5,47,3.0
Travel_Frequently,1,0,28,1.0
Travel_Rarely,8,1,28,3.0
Travel_Frequently,9,4,28,1.0
Travel_Rarely,5,3,49,1.0
Travel_Frequently,8,3,29,2.0
Travel_Rarely,5,8,28,2.0
Travel_Rarely,15,0,33,3.0
Travel_Rarely,7,5,32,4.0
Travel_Frequently,10,14,54,4.0
Travel_Rarely,5,9,29,1.0
Travel_Rarely,26,20,44,1.0
Travel_Rarely,6,2,39,2.0
Travel_Rarely,4,13,46,2.0
Travel_Rarely,23,11,35,2.0
Travel_Rarely,2,4,23,3.0
Travel_Rarely,2,5,40,1.0
Travel_Rarely,2,10,34,3.0
Travel_Frequently,29,7,31,3.0
Travel_Frequently,6,32,50,4.0
Travel_Rarely,25,11,34,3.0
Travel_Rarely,1,1,42,2.0
Travel_Rarely,2,10,37,4.0
Travel_Rarely,1,7,29,1.0
Travel_Rarely,1,5,33,2.0
Travel_Rarely,3,5,45,4.0
Travel_Frequently,1,20,42,4.0
Travel_Rarely,10,8,40,1.0
Travel_Rarely,9,15,33,3.0
Travel_Rarely,5,21,40,4.0
Travel_Rarely,10,1,24,1.0
Non-Travel,7,2,40,4.0
Travel_Rarely,4,10,45,2.0
Travel_Rarely,10,5,35,3.0
Travel_Rarely,22,7,32,2.0
Travel_Rarely,9,3,36,4.0
Travel_Rarely,12,8,48,3.0
Travel_Rarely,23,1,29,3.0
Travel_Rarely,9,2,33,1.0
Travel_Rarely,1,10,30,1.0
Travel_Frequently,9,6,38,3.0
Travel_Rarely,7,3,35,1.0
Travel_Rarely,14,4,30,2.0
Travel_Rarely,2,1,35,1.0
Travel_Rarely,19,33,53,4.0
Travel_Rarely,2,5,38,2.0
Non-Travel,10,6,32,1.0
Travel_Rarely,2,8,48,1.0
Travel_Rarely,3,1,34,4.0
Travel_Rarely,11,36,55,4.0
Travel_Rarely,2,2,34,
Travel_Rarely,4,1,26,4.0
Travel_Rarely,14,9,38,2.0
Travel_Rarely,2,3,38,2.0
Travel_Rarely,1,1,36,3.0
Travel_Rarely,10,10,29,1.0
Travel_Rarely,12,5,35,3.0
Travel_Rarely,2,7,39,3.0
Travel_Frequently,5,6,29,4.0
Travel_Rarely,4,1,50,3.0
Travel_Rarely,7,2,23,3.0
Travel_Frequently,21,3,36,1.0
Travel_Rarely,8,1,42,4.0
Travel_Rarely,4,10,35,3.0
Travel_Frequently,25,8,34,3.0
Travel_Rarely,1,5,40,1.0
Travel_Rarely,1,6,43,2.0
Travel_Rarely,6,1,35,4.0
Travel_Rarely,12,26,46,1.0
Travel_Rarely,1,1,28,2.0
Non-Travel,17,4,22,3.0
Travel_Frequently,3,30,50,3.0
Travel_Rarely,3,3,32,4.0
Travel_Rarely,10,22,44,4.0
Travel_Rarely,4,6,30,2.0
Travel_Rarely,29,10,45,1.0
Non-Travel,2,10,45,1.0
Travel_Frequently,7,5,31,1.0
Travel_Rarely,18,3,36,3.0
Travel_Frequently,28,9,34,4.0
Travel_Rarely,1,9,49,1.0
Travel_Rarely,6,7,39,1.0
Travel_Rarely,2,7,27,1.0
Travel_Rarely,2,16,35,1.0
Travel_Rarely,23,5,28,1.0
Travel_Rarely,3,2,21,4.0
Travel_Frequently,3,0,18,4.0
Travel_Rarely,25,5,47,3.0
Travel_Rarely,2,10,39,3.0
Travel_Rarely,22,18,40,3.0
Non-Travel,29,14,35,3.0
Travel_Rarely,29,4,37,3.0
Travel_Frequently,2,9,39,3.0
Travel_Rarely,28,10,45,4.0
Travel_Rarely,2,5,38,3.0
Travel_Rarely,2,13,35,1.0
Travel_Rarely,22,8,37,2.0
Travel_Rarely,8,4,40,4.0
Travel_Frequently,2,10,44,4.0
Travel_Frequently,10,2,48,4.0
Travel_Rarely,9,2,35,4.0
Travel_Frequently,15,6,24,4.0
Travel_Rarely,10,3,27,3.0
Travel_Frequently,7,4,27,4.0
Travel_Rarely,16,4,40,1.0
Travel_Rarely,20,5,29,3.0
Travel_Rarely,23,3,36,1.0
Travel_Frequently,5,7,25,3.0
Travel_Rarely,10,5,39,2.0
Travel_Rarely,4,4,49,2.0
Travel_Rarely,2,14,50,1.0
Travel_Rarely,18,2,20,3.0
Travel_Rarely,10,11,34,2.0
Travel_Rarely,1,4,36,2.0
Travel_Rarely,6,15,49,3.0
Non-Travel,8,3,36,3.0
Travel_Rarely,2,5,36,1.0
Travel_Rarely,24,10,54,3.0
Travel_Rarely,2,14,43,3.0
Travel_Frequently,17,11,35,4.0
Travel_Frequently,19,13,38,4.0
Travel_Rarely,1,10,29,2.0
Travel_Rarely,7,6,33,4.0
Travel_Rarely,5,9,32,2.0
Travel_Rarely,28,10,31,4.0
Travel_Rarely,2,2,49,1.0
Travel_Frequently,29,4,38,2.0
Travel_Rarely,1,3,47,2.0
Travel_Rarely,21,8,49,3.0
Travel_Rarely,24,2,41,3.0
Travel_Rarely,1,2,20,1.0
Non-Travel,18,6,33,4.0
Travel_Rarely,2,3,36,3.0
Travel_Rarely,9,2,44,4.0
Travel_Rarely,6,5,23,3.0
Travel_Rarely,11,0,38,3.0
Travel_Rarely,24,4,53,4.0
Travel_Frequently,10,9,48,3.0
Travel_Rarely,1,1,32,2.0
Non-Travel,18,7,26,4.0
Travel_Rarely,23,4,55,2.0
Travel_Rarely,28,15,34,4.0
Travel_Rarely,17,1,60,4.0
Travel_Rarely,3,14,33,2.0
Travel_Frequently,13,6,37,4.0
Travel_Rarely,7,10,34,4.0
Travel_Rarely,12,3,23,4.0
Travel_Rarely,1,8,44,4.0
Travel_Frequently,13,5,35,4.0
Travel_Rarely,25,10,43,4.0
Travel_Rarely,6,5,24,3.0
Travel_Rarely,6,10,41,3.0
Travel_Rarely,2,5,29,3.0
Travel_Rarely,1,13,36,4.0
Non-Travel,2,23,45,3.0
Travel_Rarely,6,1,24,3.0
Travel_Frequently,1,23,47,3.0
Travel_Rarely,9,3,26,3.0
Travel_Rarely,1,21,45,2.0
Travel_Frequently,1,5,32,3.0
Travel_Rarely,14,5,31,3.0
Non-Travel,2,3,41,2.0
Travel_Rarely,22,1,40,1.0
Travel_Rarely,3,6,24,1.0
Travel_Rarely,6,10,46,2.0
Travel_Rarely,8,7,35,3.0
Travel_Rarely,9,10,30,4.0
Non-Travel,3,1,47,2.0
Travel_Rarely,1,10,46,4.0
Travel_Rarely,1,2,36,1.0
Travel_Rarely,26,0,32,2.0
Travel_Rarely,6,3,23,2.0
Travel_Frequently,3,5,31,4.0
Non-Travel,3,9,39,4.0
Travel_Rarely,6,4,32,3.0
Travel_Rarely,6,21,40,2.0
Travel_Rarely,19,5,45,3.0
Travel_Frequently,9,9,30,1.0
Travel_Frequently,3,2,24,4.0
Travel_Frequently,10,4,30,4.0
Travel_Rarely,3,5,31,3.0
Travel_Rarely,3,6,27,4.0
Travel_Rarely,4,2,29,2.0
Travel_Frequently,8,3,29,3.0
Travel_Rarely,7,7,30,1.0
Travel_Rarely,1,5,34,4.0
Non-Travel,2,11,33,2.0
Travel_Rarely,3,5,49,4.0
Travel_Rarely,10,0,33,1.0
Travel_Frequently,28,6,38,2.0
Travel_Rarely,9,1,31,3.0
Travel_Rarely,3,1,29,1.0
Travel_Rarely,2,7,30,3.0
Non-Travel,10,7,32,2.0
Travel_Rarely,8,1,38,4.0
Travel_Frequently,1,1,43,3.0
Travel_Rarely,1,5,42,2.0
Travel_Rarely,3,1,55,1.0
Non-Travel,14,9,33,2.0
Travel_Rarely,5,5,41,1.0
Non-Travel,7,15,34,3.0
Non-Travel,10,3,53,3.0
Travel_Rarely,16,9,43,4.0
Travel_Rarely,10,2,34,4.0
Travel_Rarely,1,1,21,2.0
Travel_Rarely,8,5,38,3.0
Travel_Rarely,1,1,22,1.0
Travel_Rarely,8,12,31,4.0
Travel_Rarely,1,2,51,3.0
Travel_Rarely,24,5,37,2.0
Travel_Rarely,3,2,46,4.0
Travel_Rarely,27,12,36,1.0
Travel_Frequently,10,5,44,2.0
Travel_Rarely,19,10,37,2.0
Travel_Rarely,15,10,35,4.0
Travel_Rarely,8,10,33,1.0
Travel_Rarely,9,5,28,4.0
Travel_Rarely,3,4,39,3.0
Non-Travel,9,2,46,2.0
Travel_Rarely,2,4,40,1.0
Travel_Rarely,7,0,42,1.0
Non-Travel,10,7,35,4.0
Non-Travel,6,11,38,2.0
Travel_Frequently,2,7,34,1.0
Travel_Rarely,24,10,37,1.0
Travel_Frequently,2,2,39,4.0
Non-Travel,8,3,43,3.0
Travel_Rarely,3,3,41,2.0
Travel_Rarely,1,22,41,3.0
Travel_Rarely,26,7,30,3.0
Travel_Rarely,2,5,26,2.0
Travel_Rarely,10,9,46,2.0
Travel_Rarely,27,5,40,4.0
Travel_Rarely,2,10,34,3.0
Non-Travel,2,16,58,2.0
Travel_Rarely,8,5,35,3.0
Travel_Rarely,19,22,47,2.0
Travel_Rarely,1,7,40,1.0
Travel_Rarely,27,7,54,4.0
Travel_Frequently,8,3,31,1.0
Travel_Rarely,1,3,28,1.0
Travel_Rarely,19,4,38,4.0
Travel_Rarely,8,5,26,4.0
Travel_Frequently,10,2,58,3.0
Non-Travel,2,0,18,3.0
Travel_Rarely,2,1,31,1.0
Travel_Rarely,8,2,29,1.0
Non-Travel,1,8,45,3.0
Travel_Rarely,2,1,36,2.0
Travel_Frequently,8,7,43,4.0
Travel_Frequently,8,5,27,4.0
Travel_Frequently,6,11,29,4.0
Travel_Frequently,9,0,32,4.0
Non-Travel,11,6,42,3.0
Travel_Rarely,2,2,47,3.0
Travel_Rarely,1,9,46,4.0
Non-Travel,7,3,28,4.0
Travel_Rarely,16,7,29,3.0
Travel_Rarely,2,0,42,3.0
Travel_Rarely,1,2,32,2.0
Travel_Rarely,23,19,46,1.0
Travel_Rarely,2,9,27,3.0
Travel_Rarely,1,1,29,2.0
Travel_Rarely,1,16,43,3.0
Travel_Rarely,2,22,48,2.0
Travel_Frequently,13,1,29,4.0
Travel_Rarely,4,8,46,2.0
Travel_Frequently,16,7,27,1.0
Travel_Rarely,2,2,39,4.0
Travel_Rarely,2,5,55,4.0
Travel_Rarely,29,1,28,2.0
Travel_Rarely,12,1,30,4.0
Travel_Rarely,16,1,22,2.0
Travel_Rarely,11,10,36,3.0
Travel_Rarely,2,10,31,3.0
Travel_Rarely,14,5,34,4.0
Travel_Rarely,5,3,29,1.0
Travel_Rarely,7,5,37,1.0
Travel_Rarely,2,3,35,2.0
Travel_Rarely,3,9,45,4.0
Travel_Frequently,5,10,36,4.0
Travel_Rarely,3,19,40,1.0
Travel_Rarely,26,1,26,3.0
Travel_Rarely,4,8,27,3.0
Travel_Frequently,2,22,48,4.0
Travel_Rarely,1,2,44,1.0
Non-Travel,27,5,34,1.0
Travel_Rarely,1,4,56,4.0
Travel_Rarely,13,4,36,2.0
Travel_Rarely,5,5,41,2.0
Travel_Rarely,7,13,42,1.0
Travel_Rarely,9,5,31,4.0
Travel_Rarely,8,4,34,4.0
Travel_Rarely,25,2,31,3.0
Travel_Frequently,16,7,26,4.0
Travel_Frequently,8,4,45,3.0
Travel_Rarely,1,10,33,3.0
Travel_Frequently,8,7,28,4.0
Travel_Frequently,2,1,29,1.0
Non-Travel,8,3,39,3.0
Travel_Rarely,3,5,27,2.0
Travel_Frequently,9,15,34,4.0
Travel_Rarely,25,2,28,3.0
Non-Travel,1,8,47,2.0
Travel_Rarely,4,0,56,1.0
Travel_Rarely,1,10,39,1.0
Travel_Frequently,4,20,38,2.0
Travel_Rarely,5,1,58,4.0
Travel_Frequently,9,4,32,3.0
Travel_Rarely,3,5,38,4.0
Travel_Frequently,11,5,49,4.0
Travel_Rarely,1,0,42,4.0
Travel_Frequently,8,1,27,2.0
Travel_Rarely,25,5,35,1.0
Non-Travel,21,5,28,3.0
Non-Travel,23,4,31,1.0
Non-Travel,1,5,36,2.0
Travel_Rarely,2,14,34,4.0
Travel_Rarely,19,8,34,3.0
Travel_Rarely,2,7,26,1.0
Travel_Rarely,2,5,29,1.0
Non-Travel,3,5,32,4.0
Travel_Frequently,25,10,31,1.0
Travel_Rarely,7,4,28,4.0
Travel_Rarely,9,1,38,1.0
Travel_Rarely,5,10,35,4.0
Travel_Rarely,2,7,27,4.0
Travel_Rarely,8,1,32,4.0
Travel_Frequently,2,10,31,4.0
Travel_Rarely,18,2,53,1.0
Travel_Rarely,14,4,54,3.0
Travel_Frequently,2,9,33,3.0
Travel_Rarely,3,10,43,3.0
Travel_Frequently,2,6,38,2.0
Travel_Rarely,9,10,55,2.0
Travel_Rarely,6,1,31,4.0
Travel_Rarely,4,20,39,1.0
Non-Travel,10,20,42,3.0
Non-Travel,14,11,31,3.0
Travel_Rarely,1,5,54,1.0
Travel_Rarely,5,4,24,3.0
Travel_Rarely,7,5,23,4.0
Travel_Frequently,21,10,40,3.0
Travel_Rarely,8,11,40,2.0
Travel_Rarely,20,2,25,2.0
Travel_Rarely,20,12,30,2.0
Travel_Rarely,7,2,25,3.0
Travel_Rarely,1,17,47,3.0
Non-Travel,1,1,33,3.0
Travel_Rarely,19,15,38,2.0
Travel_Rarely,10,2,31,3.0
Travel_Frequently,1,8,38,3.0
Travel_Rarely,6,4,42,1.0
Travel_Rarely,2,5,41,4.0
Non-Travel,21,13,47,2.0
Travel_Rarely,4,2,35,3.0
Travel_Rarely,12,3,22,3.0
Travel_Rarely,9,10,35,3.0
Travel_Rarely,3,9,33,4.0
Travel_Rarely,3,6,32,2.0
Travel_Rarely,1,1,40,4.0
Travel_Rarely,1,2,32,2.0
Travel_Rarely,4,7,39,4.0
Travel_Rarely,20,18,38,3.0
Travel_Rarely,18,14,32,4.0
Travel_Rarely,1,16,37,4.0
Travel_Rarely,2,5,25,3.0
Non-Travel,2,9,52,4.0
Travel_Rarely,8,4,44,4.0
Travel_Rarely,10,2,21,1.0
Non-Travel,3,6,39,4.0
Travel_Frequently,2,1,23,1.0
Travel_Rarely,24,9,36,4.0
Travel_Frequently,16,4,36,2.0
Non-Travel,8,13,56,3.0
Travel_Rarely,9,2,29,4.0
Travel_Rarely,17,22,42,3.0
Travel_Rarely,10,10,56,3.0
Travel_Rarely,13,20,41,2.0
Travel_Rarely,1,8,34,3.0
Non-Travel,1,15,36,4.0
Travel_Rarely,1,5,41,2.0
Travel_Rarely,9,4,32,1.0
Travel_Rarely,16,9,35,4.0
Travel_Rarely,23,10,38,4.0
Travel_Frequently,4,6,50,3.0
Travel_Rarely,22,6,36,
Travel_Rarely,24,5,45,3.0
Travel_Rarely,10,2,40,3.0
Travel_Frequently,7,10,35,3.0
Travel_Rarely,17,5,40,3.0
Travel_Rarely,14,4,35,4.0
Travel_Rarely,1,4,29,2.0
Travel_Rarely,5,5,29,1.0
Travel_Rarely,17,3,50,1.0
Travel_Rarely,25,20,39,4.0
Non-Travel,8,9,31,1.0
Travel_Rarely,11,4,26,3.0
Travel_Frequently,5,5,36,4.0
Travel_Rarely,2,7,39,1.0
Travel_Rarely,8,6,27,2.0
Travel_Frequently,6,9,49,2.0
Travel_Rarely,4,4,34,3.0
Travel_Rarely,7,6,41,4.0
Travel_Frequently,1,10,49,2.0
Travel_Rarely,2,0,37,3.0
Travel_Frequently,10,8,33,3.0
Travel_Rarely,5,2,27,2.0
Travel_Frequently,9,7,32,4.0
Travel_Rarely,2,1,59,1.0
Travel_Rarely,11,1,30,3.0
Travel_Frequently,18,9,38,3.0
Travel_Rarely,7,7,36,3.0
Travel_Rarely,3,5,35,2.0
Travel_Rarely,29,9,29,3.0
Travel_Rarely,2,5,31,3.0
Travel_Rarely,28,2,34,4.0
Travel_Rarely,1,4,28,3.0
Travel_Rarely,16,10,29,1.0
Travel_Rarely,22,6,32,2.0
Non-Travel,8,1,22,4.0
Travel_Rarely,11,25,53,4.0
Travel_Rarely,29,3,38,4.0
Non-Travel,1,4,24,3.0
Travel_Rarely,1,5,36,1.0
Travel_Rarely,24,12,34,2.0
Travel_Rarely,2,0,21,4.0
Travel_Rarely,15,4,34,1.0
Travel_Rarely,2,14,53,3.0
Travel_Frequently,10,10,32,1.0
Travel_Rarely,10,9,42,2.0
Travel_Rarely,3,22,44,4.0
Travel_Rarely,2,2,46,1.0
Travel_Rarely,3,1,33,4.0
Travel_Rarely,26,4,44,4.0
Travel_Rarely,1,10,30,3.0
Travel_Rarely,1,1,39,4.0
Travel_Rarely,2,2,24,4.0
Travel_Rarely,9,5,43,3.0
Travel_Rarely,12,3,50,3.0
Travel_Rarely,2,2,35,4.0
Travel_Rarely,25,1,36,1.0
Travel_Frequently,9,5,33,1.0
Travel_Rarely,10,1,35,4.0
Travel_Rarely,8,1,27,1.0
Travel_Rarely,4,1,26,3.0
Travel_Frequently,24,9,27,3.0
Travel_Frequently,1,12,30,4.0
Travel_Rarely,20,22,41,3.0
Non-Travel,7,9,34,3.0
Travel_Rarely,17,1,37,2.0
Travel_Frequently,20,9,46,4.0
Travel_Rarely,8,1,35,4.0
Travel_Rarely,2,1,48,3.0
Travel_Rarely,10,2,28,3.0
Travel_Rarely,1,4,44,1.0
Non-Travel,5,4,35,1.0
Travel_Rarely,4,2,26,4.0
Travel_Frequently,29,15,33,4.0
Travel_Frequently,15,9,35,1.0
Travel_Rarely,3,2,35,1.0
Travel_Rarely,10,7,31,4.0
Travel_Rarely,4,7,37,3.0
Travel_Rarely,21,9,32,4.0
Travel_Frequently,25,10,38,4.0
Travel_Rarely,2,27,50,3.0
Travel_Rarely,1,21,59,1.0
Travel_Rarely,1,17,36,3.0
Travel_Rarely,7,5,55,3.0
Travel_Frequently,3,6,36,2.0
Travel_Rarely,1,1,45,1.0
Travel_Frequently,9,3,35,1.0
Travel_Rarely,7,1,36,3.0
Travel_Frequently,10,4,59,3.0
Travel_Rarely,28,5,29,2.0
Travel_Rarely,3,1,31,2.0
Travel_Rarely,3,10,32,2.0
Travel_Rarely,2,1,36,4.0
Travel_Rarely,27,11,31,4.0
Travel_Rarely,2,15,35,1.0
Travel_Rarely,14,0,45,1.0
Travel_Rarely,1,5,37,3.0
Travel_Rarely,9,4,46,2.0
Travel_Rarely,18,10,30,4.0
Travel_Rarely,20,6,35,3.0
Travel_Rarely,2,1,55,4.0
Non-Travel,11,13,38,4.0
Travel_Rarely,8,5,34,2.0
Travel_Rarely,2,6,56,4.0
Travel_Rarely,10,0,23,1.0
Travel_Rarely,29,4,51,4.0
Travel_Rarely,8,11,30,4.0
Travel_Rarely,1,9,46,4.0
Travel_Frequently,6,22,40,2.0
Travel_Rarely,8,10,51,4.0
Travel_Rarely,9,11,30,2.0
Travel_Frequently,12,10,46,1.0
Travel_Rarely,15,11,32,3.0
Travel_Rarely,25,4,54,3.0
Travel_Rarely,6,3,24,3.0
Non-Travel,9,5,28,3.0
Travel_Rarely,8,37,58,3.0
Non-Travel,23,3,44,2.0
Travel_Rarely,9,3,37,1.0
Travel_Rarely,12,1,32,1.0
Travel_Frequently,4,1,20,4.0
Travel_Rarely,1,16,34,3.0
Non-Travel,24,1,37,4.0
Non-Travel,12,3,59,4.0
Travel_Frequently,3,8,50,2.0
Travel_Rarely,10,6,25,3.0
Travel_Rarely,26,2,25,4.0
Travel_Rarely,2,0,22,4.0
Travel_Frequently,1,13,51,1.0
Travel_Frequently,4,9,34,3.0
Non-Travel,9,5,54,4.0
Travel_Rarely,2,5,24,3.0
Travel_Rarely,4,1,34,2.0
Travel_Rarely,6,5,37,4.0
Travel_Rarely,9,11,34,1.0
Travel_Frequently,7,9,36,4.0
Travel_Rarely,1,1,36,4.0
Travel_Frequently,3,25,43,4.0
Travel_Frequently,10,10,30,3.0
Non-Travel,7,7,33,2.0
Travel_Rarely,15,5,56,2.0
Travel_Rarely,3,20,51,3.0
Travel_Rarely,2,7,31,3.0
Travel_Rarely,17,5,26,2.0
Travel_Rarely,2,40,58,4.0
Travel_Rarely,5,0,19,3.0
Travel_Rarely,29,2,22,4.0
Travel_Rarely,2,15,49,1.0
Travel_Frequently,2,3,43,3.0
Travel_Frequently,19,2,50,4.0
Travel_Rarely,15,2,31,3.0
Travel_Rarely,17,9,41,3.0
Travel_Rarely,17,8,26,3.0
Travel_Rarely,25,3,36,2.0
Travel_Frequently,6,4,51,4.0
Travel_Rarely,7,15,39,3.0
Travel_Rarely,29,2,25,3.0
Travel_Rarely,21,11,30,4.0
Travel_Rarely,2,5,32,1.0
Travel_Rarely,2,6,45,4.0
Travel_Rarely,7,3,38,3.0
Travel_Rarely,13,5,30,3.0
Travel_Frequently,2,8,32,4.0
Travel_Rarely,1,3,30,1.0
Travel_Rarely,9,5,30,4.0
Travel_Frequently,10,7,41,1.0
Travel_Rarely,10,5,41,1.0
Travel_Rarely,1,1,19,2.0
Travel_Frequently,26,20,40,2.0
Travel_Rarely,8,10,35,2.0
Travel_Rarely,14,7,53,3.0
Travel_Rarely,1,17,45,2.0
Travel_Frequently,2,9,32,4.0
Non-Travel,10,10,29,3.0
Travel_Rarely,1,1,51,3.0
Travel_Rarely,3,1,58,2.0
Travel_Rarely,11,12,40,4.0
Travel_Frequently,24,4,34,3.0
Travel_Rarely,3,2,22,4.0
Non-Travel,3,2,27,2.0
Travel_Rarely,4,5,28,4.0
Travel_Rarely,3,5,57,4.0
Non-Travel,2,1,27,3.0
Travel_Rarely,4,5,50,2.0
Travel_Rarely,7,9,41,3.0
Travel_Rarely,1,10,30,4.0
Travel_Rarely,1,8,38,4.0
Travel_Rarely,20,5,32,3.0
Travel_Rarely,5,5,27,2.0
Travel_Frequently,10,0,19,1.0
Travel_Frequently,25,8,36,2.0
Non-Travel,1,12,30,1.0
Travel_Rarely,24,5,45,1.0
Travel_Rarely,4,2,56,1.0
Travel_Rarely,2,3,33,4.0
Travel_Rarely,8,1,19,4.0
Travel_Rarely,10,24,46,1.0
Travel_Rarely,4,2,38,4.0
Travel_Rarely,2,4,31,4.0
Travel_Rarely,9,3,34,2.0
Travel_Rarely,18,4,41,2.0
Travel_Rarely,19,3,50,3.0
Travel_Rarely,1,4,53,1.0
Travel_Rarely,4,8,33,2.0
Travel_Rarely,11,20,40,3.0
Travel_Rarely,6,24,55,2.0
Travel_Frequently,7,10,34,3.0
Travel_Rarely,4,7,51,2.0
Travel_Rarely,2,33,52,3.0
Travel_Rarely,15,7,27,2.0
Travel_Rarely,2,1,35,3.0
Non-Travel,6,5,43,4.0
Non-Travel,9,20,45,4.0
Travel_Rarely,7,8,37,1.0
Travel_Frequently,1,6,35,2.0
Non-Travel,1,5,42,3.0
Travel_Rarely,8,1,38,3.0
Travel_Rarely,25,7,38,4.0
Travel_Frequently,13,2,27,1.0
Non-Travel,23,7,49,4.0
Travel_Frequently,7,5,34,3.0
Travel_Rarely,23,7,40,4.0
Travel_Rarely,6,1,38,1.0
Travel_Rarely,10,10,29,4.0
Travel_Rarely,1,4,22,2.0
Travel_Frequently,1,8,36,4.0
Non-Travel,28,3,40,4.0
Travel_Rarely,25,4,46,1.0
Travel_Rarely,5,14,32,4.0
Non-Travel,17,11,30,3.0
Travel_Frequently,18,7,27,3.0
Travel_Rarely,2,10,51,2.0
Travel_Rarely,10,5,30,1.0
Travel_Rarely,1,1,41,4.0
Travel_Frequently,3,6,30,1.0
Travel_Rarely,2,6,29,3.0
Non-Travel,2,19,45,4.0
Travel_Rarely,8,6,54,1.0
Travel_Rarely,16,13,36,2.0
Travel_Rarely,9,3,33,2.0
Travel_Frequently,2,10,37,4.0
Travel_Rarely,1,16,38,3.0
Non-Travel,4,5,31,3.0
Travel_Rarely,5,1,59,4.0
Travel_Frequently,2,9,37,4.0
Travel_Frequently,15,11,29,4.0
Travel_Frequently,19,10,35,3.0
Travel_Rarely,7,4,29,4.0
Travel_Rarely,1,2,52,4.0
Travel_Rarely,7,22,42,4.0
Travel_Rarely,4,2,59,3.0
Travel_Rarely,11,7,50,4.0
Travel_Rarely,11,5,33,4.0
Travel_Rarely,1,17,43,4.0
Travel_Rarely,1,9,33,1.0
Non-Travel,2,33,52,3.0
Travel_Rarely,13,4,32,2.0
Travel_Rarely,23,3,32,3.0
Travel_Rarely,26,3,39,3.0
Non-Travel,2,3,32,4.0
Travel_Rarely,29,1,41,1.0
Travel_Rarely,2,9,40,4.0
Travel_Rarely,18,24,45,4.0
Travel_Frequently,7,2,31,3.0
Travel_Rarely,2,2,33,4.0
Travel_Rarely,26,11,34,1.0
Travel_Rarely,22,3,37,1.0
Travel_Frequently,21,3,45,3.0
Travel_Frequently,2,1,37,3.0
Travel_Frequently,22,19,39,3.0
Travel_Rarely,4,6,29,4.0
Travel_Rarely,5,3,42,1.0
Travel_Rarely,2,3,29,4.0
Travel_Rarely,25,4,25,3.0
Travel_Rarely,18,9,42,
Travel_Rarely,28,21,40,3.0
Travel_Rarely,6,1,51,4.0
Travel_Frequently,10,5,31,2.0
Travel_Frequently,17,5,32,2.0
Non-Travel,2,8,38,4.0
Travel_Rarely,10,6,32,1.0
Travel_Rarely,8,7,46,2.0
Travel_Rarely,11,0,28,3.0
Travel_Rarely,18,0,29,2.0
Travel_Rarely,1,9,31,4.0
Non-Travel,7,6,25,1.0
Travel_Rarely,17,20,45,4.0
Travel_Rarely,28,15,36,4.0
Travel_Rarely,14,36,55,1.0
Non-Travel,1,10,47,2.0
